p1,p2,ptype,fid1,fid2,tags,set,nsamples,pp,new_type,old_tags,label
F0254/MID6,F0254/MID5,fd,F0254,F0254,239,0,3,F0254.MID6.MID5,,fd,1
F0708/MID10,F0708/MID8,fd,F0708,F0708,665,0,2,F0708.MID10.MID8,,fd,1
F0444/MID2,F0444/MID1,md,F0444,F0444,416,0,56,F0444.MID2.MID1,,md,3
F0740/MID1,F0740/MID10,ms,F0740,F0740,696,0,8,F0740.MID1.MID10,,ms,2
F0249/MID5,F0249/MID9,fs,F0249,F0249,234,0,10,F0249.MID5.MID9,,fs,0
F0590/MID8,F0590/MID7,fs,F0590,F0590,555,0,2,F0590.MID8.MID7,,fs,0
F0829/MID2,F0829/MID4,ms,F0829,F0829,783,0,16,F0829.MID2.MID4,,ms,2
F0565/MID3,F0565/MID1,fd,F0565,F0565,531,0,40,F0565.MID3.MID1,,fd,1
F0774/MID5,F0774/MID1,fs,F0774,F0774,729,0,9,F0774.MID5.MID1,,fs,0
F0004/MID1,F0004/MID5,fd,F0004,F0004,3,0,108,F0004.MID1.MID5,,fd,1
F0992/MID2,F0992/MID6,fs,F0992,F0992,944,0,126,F0992.MID2.MID6,,fs,0
F0918/MID1,F0918/MID2,fd,F0918,F0918,870,0,45,F0918.MID1.MID2,,fd,1
F0994/MID1,F0994/MID3,fd,F0994,F0994,946,0,18,F0994.MID1.MID3,,fd,1
F0743/MID3,F0743/MID1,fd,F0743,F0743,699,0,8,F0743.MID3.MID1,,fd,1
F0642/MID6,F0642/MID7,fs,F0642,F0642,603,0,12,F0642.MID6.MID7,,fs,0
F0107/MID1,F0107/MID4,fd,F0107,F0107,99,0,80,F0107.MID1.MID4,,fd,1
F0067/MID2,F0067/MID3,ms,F0067,F0067,60,0,60,F0067.MID2.MID3,,ms,2
F0759/MID2,F0759/MID10,ms,F0759,F0759,715,0,5,F0759.MID2.MID10,,ms,2
F0213/MID5,F0213/MID2,md,F0213,F0213,201,0,7,F0213.MID5.MID2,,md,3
F0734/MID2,F0734/MID5,md,F0734,F0734,690,0,6,F0734.MID2.MID5,,md,3
F0299/MID1,F0299/MID3,fs,F0299,F0299,280,0,72,F0299.MID1.MID3,,fs,0
F0303/MID11,F0303/MID2,ms,F0303,F0303,284,0,13,F0303.MID11.MID2,,ms,2
F0298/MID5,F0298/MID1,md,F0298,F0298,279,0,20,F0298.MID5.MID1,,md,3
F0168/MID1,F0168/MID3,fd,F0168,F0168,159,0,35,F0168.MID1.MID3,,fd,1
F0683/MID2,F0683/MID6,fd,F0683,F0683,643,0,8,F0683.MID2.MID6,,fd,1
F0918/MID7,F0918/MID8,ms,F0918,F0918,870,0,1,F0918.MID7.MID8,,ms,2
F0701/MID1,F0701/MID9,ms,F0701,F0701,660,0,9,F0701.MID1.MID9,,ms,2
F0174/MID3,F0174/MID5,md,F0174,F0174,165,0,24,F0174.MID3.MID5,,md,3
F0241/MID1,F0241/MID4,md,F0241,F0241,226,0,20,F0241.MID1.MID4,,md,3
F0848/MID1,F0848/MID3,fd,F0848,F0848,802,0,72,F0848.MID1.MID3,,fd,1
F0889/MID4,F0889/MID3,fd,F0889,F0889,842,0,3,F0889.MID4.MID3,,fd,1
F0992/MID13,F0992/MID17,md,F0992,F0992,944,0,36,F0992.MID13.MID17,,md,3
F0552/MID1,F0552/MID3,fs,F0552,F0552,519,0,60,F0552.MID1.MID3,,fs,0
F0221/MID3,F0221/MID4,fs,F0221,F0221,207,0,24,F0221.MID3.MID4,,fs,0
F0763/MID3,F0763/MID9,ms,F0763,F0763,719,0,30,F0763.MID3.MID9,,ms,2
F0525/MID1,F0525/MID3,fs,F0525,F0525,492,0,64,F0525.MID1.MID3,,fs,0
F0796/MID1,F0796/MID7,ms,F0796,F0796,750,0,28,F0796.MID1.MID7,,ms,2
F0901/MID5,F0901/MID4,ms,F0901,F0901,854,0,30,F0901.MID5.MID4,,ms,2
F1003/MID2,F1003/MID6,md,F1003,F1003,955,0,60,F1003.MID2.MID6,,md,3
F0401/MID1,F0401/MID8,fs,F0401,F0401,373,0,12,F0401.MID1.MID8,,fs,0
F0163/MID1,F0163/MID3,fd,F0163,F0163,154,0,36,F0163.MID1.MID3,,fd,1
F0314/MID1,F0314/MID3,fs,F0314,F0314,293,0,18,F0314.MID1.MID3,,fs,0
F0861/MID3,F0861/MID2,fd,F0861,F0861,815,0,15,F0861.MID3.MID2,,fd,1
F0915/MID5,F0915/MID1,fd,F0915,F0915,867,0,9,F0915.MID5.MID1,,fd,1
F0940/MID4,F0940/MID2,md,F0940,F0940,892,0,25,F0940.MID4.MID2,,md,3
F0315/MID4,F0315/MID1,fs,F0315,F0315,294,0,6,F0315.MID4.MID1,,fs,0
F0911/MID2,F0911/MID4,ms,F0911,F0911,864,0,30,F0911.MID2.MID4,,ms,2
F0090/MID6,F0090/MID7,ms,F0090,F0090,83,0,18,F0090.MID6.MID7,,ms,2
F0631/MID3,F0631/MID1,md,F0631,F0631,593,0,36,F0631.MID3.MID1,,md,3
F0149/MID2,F0149/MID3,ms,F0149,F0149,140,0,9,F0149.MID2.MID3,,ms,2
F0552/MID1,F0552/MID6,fd,F0552,F0552,519,0,90,F0552.MID1.MID6,,fd,1
F0994/MID1,F0994/MID2,fs,F0994,F0994,946,0,30,F0994.MID1.MID2,,fs,0
F0277/MID2,F0277/MID4,md,F0277,F0277,259,0,4,F0277.MID2.MID4,,md,3
F0945/MID1,F0945/MID3,fs,F0945,F0945,897,0,35,F0945.MID1.MID3,,fs,0
F1002/MID2,F1002/MID4,md,F1002,F1002,954,0,66,F1002.MID2.MID4,,md,3
F0650/MID1,F0650/MID8,fd,F0650,F0650,611,0,8,F0650.MID1.MID8,,fd,1
F0727/MID1,F0727/MID3,fd,F0727,F0727,683,0,5,F0727.MID1.MID3,,fd,1
F0771/MID1,F0771/MID3,fs,F0771,F0771,727,0,99,F0771.MID1.MID3,,fs,0
F0987/MID6,F0987/MID1,ms,F0987,F0987,939,0,88,F0987.MID6.MID1,,ms,2
F0023/MID3,F0023/MID1,fd,F0023,F0023,20,0,11,F0023.MID3.MID1,,fd,1
F0036/MID7,F0036/MID5,fd,F0036,F0036,31,0,4,F0036.MID7.MID5,,fd,1
F0013/MID1,F0013/MID10,fs,F0013,F0013,12,0,20,F0013.MID1.MID10,,fs,0
F0234/MID2,F0234/MID3,ms,F0234,F0234,219,0,20,F0234.MID2.MID3,,ms,2
F0469/MID2,F0469/MID1,fs,F0469,F0469,439,0,10,F0469.MID2.MID1,,fs,0
F0300/MID1,F0300/MID4,fs,F0300,F0300,281,0,27,F0300.MID1.MID4,,fs,0
F0141/MID2,F0141/MID5,md,F0141,F0141,132,0,40,F0141.MID2.MID5,,md,3
F1002/MID1,F1002/MID4,fd,F1002,F1002,954,0,60,F1002.MID1.MID4,,fd,1
F0180/MID2,F0180/MID3,md,F0180,F0180,169,0,100,F0180.MID2.MID3,,md,3
F0325/MID2,F0325/MID9,md,F0325,F0325,304,0,6,F0325.MID2.MID9,,md,3
F0806/MID3,F0806/MID5,fs,F0806,F0806,760,0,30,F0806.MID3.MID5,,fs,0
F0968/MID4,F0968/MID3,fs,F0968,F0968,920,0,36,F0968.MID4.MID3,,fs,0
F0585/MID4,F0585/MID6,fd,F0585,F0585,550,0,6,F0585.MID4.MID6,,fd,1
F0763/MID3,F0763/MID8,md,F0763,F0763,719,0,20,F0763.MID3.MID8,,md,3
F0188/MID1,F0188/MID6,fs,F0188,F0188,177,0,15,F0188.MID1.MID6,,fs,0
F0742/MID1,F0742/MID4,fd,F0742,F0742,698,0,40,F0742.MID1.MID4,,fd,1
F0412/MID1,F0412/MID2,fd,F0412,F0412,384,0,64,F0412.MID1.MID2,,fd,1
F0325/MID1,F0325/MID3,fd,F0325,F0325,304,0,24,F0325.MID1.MID3,,fd,1
F0286/MID2,F0286/MID4,fs,F0286,F0286,268,0,10,F0286.MID2.MID4,,fs,0
F0601/MID15,F0601/MID14,md,F0601,F0601,565,0,132,F0601.MID15.MID14,,md,3
F0686/MID3,F0686/MID2,fs,F0686,F0686,646,0,273,F0686.MID3.MID2,,fs,0
F0262/MID1,F0262/MID7,fs,F0262,F0262,246,0,18,F0262.MID1.MID7,,fs,0
F0602/MID3,F0602/MID1,ms,F0602,F0602,566,0,16,F0602.MID3.MID1,,ms,2
F0838/MID1,F0838/MID6,ms,F0838,F0838,792,0,24,F0838.MID1.MID6,,ms,2
F0024/MID3,F0024/MID5,fs,F0024,F0024,21,0,10,F0024.MID3.MID5,,fs,0
F0979/MID2,F0979/MID4,ms,F0979,F0979,931,0,8,F0979.MID2.MID4,,ms,2
F0445/MID2,F0445/MID3,ms,F0445,F0445,417,0,48,F0445.MID2.MID3,,ms,2
F0284/MID3,F0284/MID2,ms,F0284,F0284,266,0,36,F0284.MID3.MID2,,ms,2
F0445/MID1,F0445/MID4,fs,F0445,F0445,417,0,90,F0445.MID1.MID4,,fs,0
F0874/MID1,F0874/MID3,fd,F0874,F0874,827,0,50,F0874.MID1.MID3,,fd,1
F0788/MID1,F0788/MID2,fs,F0788,F0788,743,0,70,F0788.MID1.MID2,,fs,0
F0631/MID5,F0631/MID4,fd,F0631,F0631,593,0,12,F0631.MID5.MID4,,fd,1
F0796/MID1,F0796/MID4,md,F0796,F0796,750,0,56,F0796.MID1.MID4,,md,3
F0963/MID8,F0963/MID3,ms,F0963,F0963,915,0,6,F0963.MID8.MID3,,ms,2
F0077/MID2,F0077/MID4,ms,F0077,F0077,70,0,3,F0077.MID2.MID4,,ms,2
F0388/MID2,F0388/MID3,ms,F0388,F0388,363,0,7,F0388.MID2.MID3,,ms,2
F0711/MID3,F0711/MID1,md,F0711,F0711,667,0,160,F0711.MID3.MID1,,md,3
F0387/MID7,F0387/MID6,md,F0387,F0387,362,0,4,F0387.MID7.MID6,,md,3
F0376/MID3,F0376/MID9,ms,F0376,F0376,352,0,2,F0376.MID3.MID9,,ms,2
F0432/MID6,F0432/MID1,ms,F0432,F0432,404,0,51,F0432.MID6.MID1,,ms,2
F0759/MID5,F0759/MID1,ms,F0759,F0759,715,0,7,F0759.MID5.MID1,,ms,2
F0442/MID8,F0442/MID1,fd,F0442,F0442,414,0,24,F0442.MID8.MID1,,fd,1
F0672/MID5,F0672/MID4,ms,F0672,F0672,632,0,6,F0672.MID5.MID4,,ms,2
F0232/MID2,F0232/MID5,md,F0232,F0232,217,0,6,F0232.MID2.MID5,,md,3
F0209/MID1,F0209/MID7,fs,F0209,F0209,197,0,6,F0209.MID1.MID7,,fs,0
F0081/MID2,F0081/MID6,md,F0081,F0081,74,0,21,F0081.MID2.MID6,,md,3
F0303/MID1,F0303/MID3,fd,F0303,F0303,284,0,29,F0303.MID1.MID3,,fd,1
F0537/MID2,F0537/MID6,ms,F0537,F0537,504,0,40,F0537.MID2.MID6,,ms,2
F0682/MID1,F0682/MID3,fs,F0682,F0682,642,0,24,F0682.MID1.MID3,,fs,0
F0933/MID2,F0933/MID4,md,F0933,F0933,885,0,80,F0933.MID2.MID4,,md,3
F1005/MID1,F1005/MID3,fs,F1005,F1005,957,0,54,F1005.MID1.MID3,,fs,0
F0882/MID1,F0882/MID2,fd,F0882,F0882,835,0,70,F0882.MID1.MID2,,fd,1
F0935/MID5,F0935/MID1,ms,F0935,F0935,887,0,27,F0935.MID5.MID1,,ms,2
F0678/MID1,F0678/MID4,fs,F0678,F0678,638,0,14,F0678.MID1.MID4,,fs,0
F0843/MID2,F0843/MID5,md,F0843,F0843,797,0,7,F0843.MID2.MID5,,md,3
F0767/MID1,F0767/MID3,fd,F0767,F0767,723,0,33,F0767.MID1.MID3,,fd,1
F0835/MID1,F0835/MID5,ms,F0835,F0835,789,0,24,F0835.MID1.MID5,,ms,2
F0611/MID2,F0611/MID3,ms,F0611,F0611,574,0,18,F0611.MID2.MID3,,ms,2
F0722/MID3,F0722/MID2,md,F0722,F0722,678,0,56,F0722.MID3.MID2,,md,3
F0466/MID2,F0466/MID5,md,F0466,F0466,436,0,28,F0466.MID2.MID5,,md,3
F0062/MID5,F0062/MID4,md,F0062,F0062,55,0,8,F0062.MID5.MID4,,md,3
F0685/MID1,F0685/MID5,md,F0685,F0685,645,0,120,F0685.MID1.MID5,,md,3
F0811/MID1,F0811/MID4,fd,F0811,F0811,765,0,16,F0811.MID1.MID4,,fd,1
F0111/MID5,F0111/MID3,fd,F0111,F0111,103,0,14,F0111.MID5.MID3,,fd,1
F0423/MID4,F0423/MID3,fs,F0423,F0423,395,0,6,F0423.MID4.MID3,,fs,0
F0518/MID1,F0518/MID3,md,F0518,F0518,485,0,24,F0518.MID1.MID3,,md,3
F0590/MID6,F0590/MID1,md,F0590,F0590,555,0,33,F0590.MID6.MID1,,md,3
F0942/MID1,F0942/MID4,fs,F0942,F0942,894,0,9,F0942.MID1.MID4,,fs,0
F0949/MID1,F0949/MID3,fs,F0949,F0949,901,0,90,F0949.MID1.MID3,,fs,0
F0009/MID7,F0009/MID3,ms,F0009,F0009,8,0,105,F0009.MID7.MID3,,ms,2
F0602/MID4,F0602/MID7,md,F0602,F0602,566,0,18,F0602.MID4.MID7,,md,3
F0738/MID5,F0738/MID2,fd,F0738,F0738,694,0,35,F0738.MID5.MID2,,fd,1
F0038/MID3,F0038/MID6,ms,F0038,F0038,33,0,3,F0038.MID3.MID6,,ms,2
F0213/MID5,F0213/MID3,md,F0213,F0213,201,0,5,F0213.MID5.MID3,,md,3
F0835/MID7,F0835/MID8,fs,F0835,F0835,789,0,1,F0835.MID7.MID8,,fs,0
F0073/MID4,F0073/MID3,fd,F0073,F0073,66,0,33,F0073.MID4.MID3,,fd,1
F0963/MID1,F0963/MID2,ms,F0963,F0963,915,0,8,F0963.MID1.MID2,,ms,2
F0589/MID1,F0589/MID3,fd,F0589,F0589,554,0,9,F0589.MID1.MID3,,fd,1
F0128/MID1,F0128/MID7,fs,F0128,F0128,120,0,45,F0128.MID1.MID7,,fs,0
F0863/MID2,F0863/MID4,md,F0863,F0863,817,0,10,F0863.MID2.MID4,,md,3
F0901/MID3,F0901/MID1,fs,F0901,F0901,854,0,9,F0901.MID3.MID1,,fs,0
F0069/MID1,F0069/MID6,fs,F0069,F0069,62,0,10,F0069.MID1.MID6,,fs,0
F0838/MID3,F0838/MID2,md,F0838,F0838,792,0,1,F0838.MID3.MID2,,md,3
F0653/MID1,F0653/MID4,fd,F0653,F0653,614,0,32,F0653.MID1.MID4,,fd,1
F0745/MID6,F0745/MID1,ms,F0745,F0745,701,0,10,F0745.MID6.MID1,,ms,2
F0061/MID1,F0061/MID4,fd,F0061,F0061,54,0,18,F0061.MID1.MID4,,fd,1
F0478/MID4,F0478/MID1,ms,F0478,F0478,448,0,24,F0478.MID4.MID1,,ms,2
F0013/MID3,F0013/MID7,fs,F0013,F0013,12,0,2,F0013.MID3.MID7,,fs,0
F0885/MID4,F0885/MID1,ms,F0885,F0885,838,0,60,F0885.MID4.MID1,,ms,2
F0064/MID2,F0064/MID6,md,F0064,F0064,57,0,64,F0064.MID2.MID6,,md,3
F0739/MID5,F0739/MID1,fd,F0739,F0739,695,0,15,F0739.MID5.MID1,,fd,1
F0262/MID2,F0262/MID6,md,F0262,F0262,246,0,40,F0262.MID2.MID6,,md,3
F0326/MID4,F0326/MID8,fd,F0326,F0326,305,0,12,F0326.MID4.MID8,,fd,1
F0101/MID2,F0101/MID1,ms,F0101,F0101,94,0,40,F0101.MID2.MID1,,ms,2
F0539/MID2,F0539/MID4,md,F0539,F0539,506,0,30,F0539.MID2.MID4,,md,3
F0978/MID4,F0978/MID5,fd,F0978,F0978,930,0,2,F0978.MID4.MID5,,fd,1
F0980/MID2,F0980/MID5,ms,F0980,F0980,932,0,28,F0980.MID2.MID5,,ms,2
F0130/MID4,F0130/MID5,ms,F0130,F0130,122,0,18,F0130.MID4.MID5,,ms,2
F0720/MID4,F0720/MID1,md,F0720,F0720,676,0,48,F0720.MID4.MID1,,md,3
F0708/MID6,F0708/MID1,ms,F0708,F0708,665,0,126,F0708.MID6.MID1,,ms,2
F0038/MID1,F0038/MID5,fs,F0038,F0038,33,0,12,F0038.MID1.MID5,,fs,0
F0601/MID35,F0601/MID34,fd,F0601,F0601,565,0,16,F0601.MID35.MID34,,fd,1
F0339/MID1,F0339/MID2,fs,F0339,F0339,317,0,50,F0339.MID1.MID2,,fs,0
F0940/MID4,F0940/MID3,md,F0940,F0940,892,0,20,F0940.MID4.MID3,,md,3
F0658/MID2,F0658/MID8,ms,F0658,F0658,619,0,6,F0658.MID2.MID8,,ms,2
F0585/MID1,F0585/MID5,ms,F0585,F0585,550,0,32,F0585.MID1.MID5,,ms,2
F0729/MID1,F0729/MID4,fd,F0729,F0729,685,0,90,F0729.MID1.MID4,,fd,1
F0413/MID5,F0413/MID6,fd,F0413,F0413,385,0,4,F0413.MID5.MID6,,fd,1
F0647/MID4,F0647/MID3,md,F0647,F0647,608,0,6,F0647.MID4.MID3,,md,3
F0042/MID1,F0042/MID2,fs,F0042,F0042,37,0,48,F0042.MID1.MID2,,fs,0
F0835/MID2,F0835/MID3,fd,F0835,F0835,789,0,30,F0835.MID2.MID3,,fd,1
F0466/MID2,F0466/MID4,md,F0466,F0466,436,0,56,F0466.MID2.MID4,,md,3
F0560/MID1,F0560/MID5,fd,F0560,F0560,526,0,56,F0560.MID1.MID5,,fd,1
F0439/MID4,F0439/MID1,fs,F0439,F0439,411,0,144,F0439.MID4.MID1,,fs,0
F0460/MID1,F0460/MID5,fs,F0460,F0460,432,0,35,F0460.MID1.MID5,,fs,0
F0611/MID1,F0611/MID4,fd,F0611,F0611,574,0,70,F0611.MID1.MID4,,fd,1
F0249/MID1,F0249/MID4,fs,F0249,F0249,234,0,26,F0249.MID1.MID4,,fs,0
F0600/MID1,F0600/MID5,fs,F0600,F0600,564,0,135,F0600.MID1.MID5,,fs,0
F0425/MID1,F0425/MID4,fd,F0425,F0425,397,0,174,F0425.MID1.MID4,,fd,1
F0012/MID2,F0012/MID3,md,F0012,F0012,11,0,14,F0012.MID2.MID3,,md,3
F0364/MID4,F0364/MID2,md,F0364,F0364,341,0,32,F0364.MID4.MID2,,md,3
F0992/MID7,F0992/MID10,md,F0992,F0992,944,0,16,F0992.MID7.MID10,,md,3
F0020/MID11,F0020/MID10,md,F0020,F0020,17,0,1,F0020.MID11.MID10,,md,3
F0579/MID9,F0579/MID5,fd,F0579,F0579,544,0,24,F0579.MID9.MID5,,fd,1
F0875/MID1,F0875/MID3,fd,F0875,F0875,828,0,40,F0875.MID1.MID3,,fd,1
F0653/MID1,F0653/MID5,fd,F0653,F0653,614,0,32,F0653.MID1.MID5,,fd,1
F0887/MID1,F0887/MID6,fd,F0887,F0887,840,0,18,F0887.MID1.MID6,,fd,1
F0051/MID1,F0051/MID4,fs,F0051,F0051,46,0,48,F0051.MID1.MID4,,fs,0
F0104/MID1,F0104/MID5,fd,F0104,F0104,96,0,7,F0104.MID1.MID5,,fd,1
F0601/MID10,F0601/MID14,fd,F0601,F0601,565,0,216,F0601.MID10.MID14,,fd,1
F0639/MID5,F0639/MID4,fd,F0639,F0639,601,0,1,F0639.MID5.MID4,,fd,1
F0695/MID2,F0695/MID1,ms,F0695,F0695,655,0,7,F0695.MID2.MID1,,ms,2
F0708/MID3,F0708/MID9,md,F0708,F0708,665,0,32,F0708.MID3.MID9,,md,3
F0702/MID3,F0702/MID2,ms,F0702,F0702,661,0,2,F0702.MID3.MID2,,ms,2
F0418/MID2,F0418/MID1,fs,F0418,F0418,390,0,40,F0418.MID2.MID1,,fs,0
F0097/MID3,F0097/MID5,fs,F0097,F0097,90,0,3,F0097.MID3.MID5,,fs,0
F0559/MID4,F0559/MID2,ms,F0559,F0559,525,0,9,F0559.MID4.MID2,,ms,2
F0532/MID3,F0532/MID4,md,F0532,F0532,499,0,6,F0532.MID3.MID4,,md,3
F0918/MID3,F0918/MID2,md,F0918,F0918,870,0,30,F0918.MID3.MID2,,md,3
F0104/MID4,F0104/MID2,ms,F0104,F0104,96,0,18,F0104.MID4.MID2,,ms,2
F0641/MID1,F0641/MID4,fs,F0641,F0641,602,0,16,F0641.MID1.MID4,,fs,0
F0994/MID4,F0994/MID5,ms,F0994,F0994,946,0,2,F0994.MID4.MID5,,ms,2
F0701/MID6,F0701/MID5,fd,F0701,F0701,660,0,6,F0701.MID6.MID5,,fd,1
F0518/MID1,F0518/MID2,md,F0518,F0518,485,0,18,F0518.MID1.MID2,,md,3
F0998/MID1,F0998/MID2,fs,F0998,F0998,950,0,10,F0998.MID1.MID2,,fs,0
F0373/MID2,F0373/MID4,fd,F0373,F0373,349,0,15,F0373.MID2.MID4,,fd,1
F0293/MID4,F0293/MID6,ms,F0293,F0293,274,0,12,F0293.MID4.MID6,,ms,2
F0097/MID3,F0097/MID4,fs,F0097,F0097,90,0,9,F0097.MID3.MID4,,fs,0
F0776/MID4,F0776/MID1,md,F0776,F0776,731,0,7,F0776.MID4.MID1,,md,3
F0453/MID2,F0453/MID3,ms,F0453,F0453,425,0,60,F0453.MID2.MID3,,ms,2
F0377/MID2,F0377/MID3,fd,F0377,F0377,353,0,21,F0377.MID2.MID3,,fd,1
F0544/MID4,F0544/MID1,md,F0544,F0544,511,0,24,F0544.MID4.MID1,,md,3
F0590/MID6,F0590/MID7,ms,F0590,F0590,555,0,3,F0590.MID6.MID7,,ms,2
F0650/MID2,F0650/MID7,md,F0650,F0650,611,0,6,F0650.MID2.MID7,,md,3
F0156/MID1,F0156/MID4,fd,F0156,F0156,147,0,63,F0156.MID1.MID4,,fd,1
F0337/MID3,F0337/MID2,ms,F0337,F0337,315,0,24,F0337.MID3.MID2,,ms,2
F0141/MID1,F0141/MID4,fs,F0141,F0141,132,0,32,F0141.MID1.MID4,,fs,0
F0023/MID4,F0023/MID5,md,F0023,F0023,20,0,4,F0023.MID4.MID5,,md,3
F0186/MID1,F0186/MID3,md,F0186,F0186,175,0,40,F0186.MID1.MID3,,md,3
F0456/MID1,F0456/MID4,fs,F0456,F0456,428,0,40,F0456.MID1.MID4,,fs,0
F0402/MID1,F0402/MID5,fd,F0402,F0402,374,0,36,F0402.MID1.MID5,,fd,1
F0449/MID1,F0449/MID2,md,F0449,F0449,421,0,16,F0449.MID1.MID2,,md,3
F0979/MID1,F0979/MID4,fs,F0979,F0979,931,0,9,F0979.MID1.MID4,,fs,0
F0742/MID1,F0742/MID3,fd,F0742,F0742,698,0,48,F0742.MID1.MID3,,fd,1
F0273/MID1,F0273/MID3,fd,F0273,F0273,256,0,60,F0273.MID1.MID3,,fd,1
F0978/MID1,F0978/MID2,md,F0978,F0978,930,0,24,F0978.MID1.MID2,,md,3
F0509/MID2,F0509/MID4,fd,F0509,F0509,476,0,35,F0509.MID2.MID4,,fd,1
F0156/MID1,F0156/MID3,fs,F0156,F0156,147,0,36,F0156.MID1.MID3,,fs,0
F0096/MID1,F0096/MID7,fs,F0096,F0096,89,0,72,F0096.MID1.MID7,,fs,0
F0143/MID4,F0143/MID2,md,F0143,F0143,134,0,80,F0143.MID4.MID2,,md,3
F0150/MID1,F0150/MID2,fs,F0150,F0150,141,0,24,F0150.MID1.MID2,,fs,0
F0840/MID2,F0840/MID3,fs,F0840,F0840,794,0,16,F0840.MID2.MID3,,fs,0
F0600/MID6,F0600/MID5,ms,F0600,F0600,564,0,108,F0600.MID6.MID5,,ms,2
F0742/MID8,F0742/MID2,md,F0742,F0742,698,0,5,F0742.MID8.MID2,,md,3
F0425/MID6,F0425/MID1,fs,F0425,F0425,397,0,203,F0425.MID6.MID1,,fs,0
F0118/MID1,F0118/MID5,fd,F0118,F0118,110,0,48,F0118.MID1.MID5,,fd,1
F0552/MID1,F0552/MID5,fs,F0552,F0552,519,0,75,F0552.MID1.MID5,,fs,0
F0992/MID3,F0992/MID6,ms,F0992,F0992,944,0,117,F0992.MID3.MID6,,ms,2
F0596/MID1,F0596/MID4,fs,F0596,F0596,560,0,72,F0596.MID1.MID4,,fs,0
F0798/MID2,F0798/MID5,fd,F0798,F0798,752,0,20,F0798.MID2.MID5,,fd,1
F0806/MID6,F0806/MID2,fd,F0806,F0806,760,0,10,F0806.MID6.MID2,,fd,1
F0878/MID1,F0878/MID3,fs,F0878,F0878,831,0,60,F0878.MID1.MID3,,fs,0
F0703/MID1,F0703/MID3,fd,F0703,F0703,662,0,10,F0703.MID1.MID3,,fd,1
F0560/MID2,F0560/MID4,md,F0560,F0560,526,0,60,F0560.MID2.MID4,,md,3
F0413/MID1,F0413/MID6,md,F0413,F0413,385,0,6,F0413.MID1.MID6,,md,3
F0850/MID1,F0850/MID4,fd,F0850,F0850,804,0,32,F0850.MID1.MID4,,fd,1
F0046/MID2,F0046/MID3,md,F0046,F0046,41,0,45,F0046.MID2.MID3,,md,3
F0989/MID10,F0989/MID11,fd,F0989,F0989,941,0,1,F0989.MID10.MID11,,fd,1
F0975/MID5,F0975/MID2,fd,F0975,F0975,927,0,14,F0975.MID5.MID2,,fd,1
F0260/MID3,F0260/MID4,fs,F0260,F0260,245,0,20,F0260.MID3.MID4,,fs,0
F0497/MID2,F0497/MID3,md,F0497,F0497,465,0,8,F0497.MID2.MID3,,md,3
F0355/MID2,F0355/MID4,fd,F0355,F0355,332,0,6,F0355.MID2.MID4,,fd,1
F0821/MID3,F0821/MID8,ms,F0821,F0821,775,0,7,F0821.MID3.MID8,,ms,2
F0403/MID1,F0403/MID4,fs,F0403,F0403,375,0,27,F0403.MID1.MID4,,fs,0
F0501/MID1,F0501/MID3,fd,F0501,F0501,468,0,56,F0501.MID1.MID3,,fd,1
F0432/MID6,F0432/MID2,ms,F0432,F0432,404,0,24,F0432.MID6.MID2,,ms,2
F0979/MID2,F0979/MID3,ms,F0979,F0979,931,0,8,F0979.MID2.MID3,,ms,2
F0969/MID1,F0969/MID3,fs,F0969,F0969,921,0,42,F0969.MID1.MID3,,fs,0
F0793/MID2,F0793/MID1,md,F0793,F0793,747,0,60,F0793.MID2.MID1,,md,3
F0761/MID1,F0761/MID3,fs,F0761,F0761,717,0,48,F0761.MID1.MID3,,fs,0
F0190/MID2,F0190/MID1,fs,F0190,F0190,179,0,96,F0190.MID2.MID1,,fs,0
F0301/MID1,F0301/MID4,fd,F0301,F0301,282,0,7,F0301.MID1.MID4,,fd,1
F0601/MID22,F0601/MID11,md,F0601,F0601,565,0,792,F0601.MID22.MID11,,md,3
F0992/MID13,F0992/MID19,md,F0992,F0992,944,0,9,F0992.MID13.MID19,,md,3
F0702/MID7,F0702/MID1,fd,F0702,F0702,661,0,3,F0702.MID7.MID1,,fd,1
F0749/MID4,F0749/MID3,ms,F0749,F0749,705,0,27,F0749.MID4.MID3,,ms,2
F0552/MID11,F0552/MID1,fs,F0552,F0552,519,0,15,F0552.MID11.MID1,,fs,0
F0051/MID6,F0051/MID1,ms,F0051,F0051,46,0,6,F0051.MID6.MID1,,ms,2
F0827/MID1,F0827/MID4,md,F0827,F0827,781,0,27,F0827.MID1.MID4,,md,3
F0105/MID1,F0105/MID5,fs,F0105,F0105,97,0,60,F0105.MID1.MID5,,fs,0
F0130/MID4,F0130/MID1,ms,F0130,F0130,122,0,39,F0130.MID4.MID1,,ms,2
F0478/MID1,F0478/MID2,fd,F0478,F0478,448,0,144,F0478.MID1.MID2,,fd,1
F1017/MID2,F1017/MID5,md,F1017,F1017,961,0,6,F1017.MID2.MID5,,md,3
F0046/MID1,F0046/MID4,fs,F0046,F0046,41,0,50,F0046.MID1.MID4,,fs,0
F0717/MID1,F0717/MID2,fd,F0717,F0717,673,0,14,F0717.MID1.MID2,,fd,1
F0080/MID1,F0080/MID6,ms,F0080,F0080,73,0,12,F0080.MID1.MID6,,ms,2
F0376/MID1,F0376/MID10,fd,F0376,F0376,352,0,16,F0376.MID1.MID10,,fd,1
